Column1,FY,Year,WorkCenter,AdminNum,Equipment,Serial,WorkOrder,Type,Priority,ProjectCode,Description,Created.on,Release.date,Comp.Date,Material,Cost,credit,Date,vehicle,month,CBMS,jbpds,rws,majComponent,days
373,FY19,19,WH8DAA,71-111,1011279664,NBC-0108-11,1005409234,PM01,2,,ENVIRONMENTAL COVER STRAPS DAMAGED,1/29/19,,3/13/19,14818579,236,,Jan-19,111,1,FALSE,FALSE,FALSE,0,
374,FY19,19,WH8DAA,71-112,1011279704,NBC-0110-11,1005398538,PM01,2,,ENVIROMENTAL COVER STRAPS DAMAGED,1/29/19,,3/13/19,14818579,472,,Jan-19,112,1,FALSE,FALSE,FALSE,0,
375,FY19,19,WH8DAA,71-111,1011279664,NBC-0108-11,1005409231,PM01,1,,KEYBOARD MISSING KEYS,1/29/19,,3/7/19,14818579,708,,Jan-19,111,1,FALSE,FALSE,FALSE,0,
376,FY19,19,WH8DAA,71-112,1011279704,NBC-0110-11,1005421510,PM01,1,,Chem probe inop,1/31/19,,3/7/19,14818579,14478,,Jan-19,112,1,FALSE,FALSE,FALSE,0,
377,FY19,19,WH8DAA,71-112,1011279704,NBC-0110-11,1005487164,PM01,2,,HMS SEALS AND O-RINGS WORN,2/9/19,,3/7/19,14818579,3.28,,Feb-19,112,2,FALSE,FALSE,FALSE,0,
178,FY18,18,WH8DAA,71-122,1011279723,NBC-0111-11,1003891676,PM01,1,,CTIS INOP,5/21/18,,9/12/18,14818579,0,,May-18,122,5,FALSE,FALSE,FALSE,0,
379,FY19,19,WH8DAA,71-121,1011279686,NBC-0109-11,1005487162,PM01,1,,SLOW NITROGEN LEAK,2/9/19,,3/12/19,14818579,3.28,,Feb-19,121,2,FALSE,FALSE,FALSE,0,
380,FY19,19,WH8DAA,71-111,1011279664,NBC-0108-11,1005487165,PM01,2,,HMS SEALS AND O-RINGS WORN,2/9/19,,3/13/19,14818579,3.28,,Feb-19,111,2,FALSE,FALSE,FALSE,0,
381,FY19,19,WH8DAA,71-112,1011279704,NBC-0110-11,1005502340,PM01,2,,HMS MANIFOLD,2/12/19,,3/13/19,14818579,0.36,,Feb-19,112,2,FALSE,FALSE,FALSE,0,
382,FY19,19,WH8DAA,71-111,1011279664,NBC-0108-11,1005502622,PM01,2,,HMS MANIFOLD,2/12/19,,6/21/19,14818579,0.36,,Feb-19,111,2,FALSE,FALSE,FALSE,0,
383,FY19,19,WH8DAA,71-112,1011279704,NBC-0110-11,1005501847,PM01,1,,CLASS II COOLANT LEAK,2/12/19,,3/5/19,14818579,382,,Feb-19,112,2,FALSE,FALSE,FALSE,0,
384,FY19,19,WH8DAA,71-121,1011279686,NBC-0109-11,1005521768,PM01,2,,RWS SOFT MOUNT NUT AND BOLT MISSING,2/13/19,,3/13/19,14818579,74.45,,Feb-19,121,2,FALSE,FALSE,TRUE,1,
179,FY18,18,WH8DAA,71-122,1011279723,NBC-0111-11,1003891678,PM01,1,,ALL TIRES LOW TREAL,5/21/18,,9/20/18,14818579,0,,May-18,122,5,FALSE,FALSE,FALSE,0,
386,FY20,20,WH8DAA,71-112,1011279704,NBC-0110-11,1005525252,PM01,2,,DVR BIGHTNESS KNOB MISSING,2/14/19,,10/23/19,14818579,7.37,,Feb-19,112,2,FALSE,FALSE,FALSE,0,
387,FY19,19,WH8DAA,71-112,1011279704,NBC-0110-11,1005525251,PM01,2,,BRACET MOUNTING MISSING,2/14/19,,3/13/19,14818579,1474,,Feb-19,112,2,FALSE,FALSE,FALSE,0,
388,FY20,20,WH8DAA,71-111,1011279664,NBC-0108-11,1005525582,PM01,2,,CVS VACUUM PUMP,2/14/19,,10/24/19,14818579,2636.01,,Feb-19,111,2,FALSE,FALSE,FALSE,0,
389,FY19,19,WH8DAA,71-111,1011279664,NBC-0108-11,1005525253,PM01,2,,PRINTER,2/14/19,,5/3/19,14818579,5275,,Feb-19,111,2,FALSE,FALSE,FALSE,0,
390,FY19,19,WH8DAA,71-111,1011279664,NBC-0108-11,1005580206,PM01,2,,SERVAYER SPC CDROM INOP,2/23/19,,3/13/19,14818579,0,,Feb-19,111,2,FALSE,FALSE,FALSE,0,
84,FY18,18,WH8DAA,71-111,1011279664,NBC-0108-11,1002365689,PM01,1,,ICA BAWS STACK CLAMP (M),9/13/17,,10/12/17,14818579,1020,,Sep-17,111,9,FALSE,TRUE,FALSE,1,
392,FY19,19,WH8DAA,71-121,1011279686,NBC-0109-11,1005580210,PM01,2,,COLLECTOR DEGRADED,2/23/19,,3/13/19,14818579,0,,Feb-19,121,2,FALSE,FALSE,FALSE,0,
393,FY20,20,WH8DAA,71-111,1011279664,NBC-0108-11,1005580207,PM01,2,,SERVAYER HATCH SEAL DAMAGED,2/23/19,2/23/19,,14818579,28.11,,Feb-19,111,2,FALSE,FALSE,FALSE,0,
366,FY19,19,WH8DAA,71-111,1011279664,NBC-0108-11,1005369824,PM01,1,,JBPDS T5 LINE INOP,1/24/19,,2/2/19,14818579,1016,,Jan-19,111,1,FALSE,TRUE,FALSE,1,
395,FY19,19,WH8DAA,71-121,1011279686,NBC-0109-11,1005669667,PM01,1,,M88 ACADA INOP,3/7/19,,3/12/19,14818579,0,,Mar-19,121,3,FALSE,FALSE,FALSE,0,
396,FY19,19,WH8DAA,71-111,1011279664,NBC-0108-11,1005680444,PM01,1,,AIR DRIER DAMAGED,3/8/19,,4/24/19,14818579,591.4,,Mar-19,111,3,FALSE,FALSE,FALSE,0,
397,FY19,19,WH8DAA,71-112,1011279704,NBC-0110-11,1005711626,PM01,2,,HYDRAULIC JACK BROKEN,3/13/19,,3/13/19,14818579,0,,Mar-19,112,3,FALSE,FALSE,FALSE,0,
168,FY18,18,WH8DAA,71-122,1011279723,NBC-0111-11,1003276077,PM01,1,,JBPDS FLUID TRANSFER SYSTEM INOP,2/15/18,,4/12/18,14818579,0,,Feb-18,122,2,FALSE,TRUE,FALSE,1,
399,FY19,19,WH8DAA,71-111,1011279664,NBC-0108-11,1005711627,PM01,1,,FCU HOUSING ELECTRONIC COMP,3/13/19,,4/19/19,14818579,3597,,Mar-19,111,3,FALSE,FALSE,FALSE,0,
400,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1005722349,PM01,2,,REAR WINDOW HANDLE LOOSE,3/14/19,,10/3/19,14818579,7.12,,Mar-19,121,3,FALSE,FALSE,FALSE,0,
401,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1005722350,PM01,2,,HMS BLOWOFF VALVE WORN,3/14/19,,10/3/19,14818579,1111,,Mar-19,121,3,FALSE,FALSE,FALSE,0,
402,FY19,19,WH8DAA,71-111,1011279664,NBC-0108-11,1005835751,PM01,2,,STEERING DAMPER REPLACEMENT,3/30/19,,5/8/19,14818579,0,,Mar-19,111,3,FALSE,FALSE,FALSE,0,
403,FY19,19,WH8DAA,71-112,1011279704,NBC-0110-11,1005835752,PM01,2,,STEERING DAMPER REPLACEMENT,3/30/19,,5/8/19,14818579,0,,Mar-19,112,3,FALSE,FALSE,FALSE,0,
169,FY18,18,WH8DAA,71-122,1011279723,NBC-0111-11,1003276075,PM01,1,,JBPDS IDENTIFIER INOP,2/15/18,,4/12/18,14818579,0,,Feb-18,122,2,FALSE,TRUE,FALSE,1,
405,FY19,19,WH8DAA,71-121,1011279686,NBC-0109-11,1005835753,PM01,2,,STEERING DAMPER REPLACEMENT,3/30/19,,6/7/19,14818579,0,,Mar-19,121,3,FALSE,FALSE,FALSE,0,
406,FY19,19,WH8DAA,71-111,1011279664,NBC-0108-11,1005909756,PM01,1,,E-Brake liner valve damaged,4/9/19,,4/24/19,14818579,0,,Apr-19,111,4,FALSE,FALSE,FALSE,0,
407,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1005983370,PM01,1,,power pack inop,4/18/19,,10/3/19,14818579,74786.76,,Apr-19,121,4,FALSE,FALSE,FALSE,0,
408,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1005985055,PM01,1,,AFES Discharged.,4/19/19,,10/24/19,14818579,1814,,Apr-19,121,4,FALSE,FALSE,FALSE,0,
409,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1005985057,PM01,1,,HMS Manifold INOP,4/19/19,,10/3/19,14818579,7029.28,,Apr-19,121,4,FALSE,FALSE,FALSE,0,
410,FY19,19,WH8DAA,71-121,1011279686,NBC-0109-11,1006014813,PM01,1,,SIVE PACK,4/25/19,,6/4/19,14818579,0,,Apr-19,121,4,FALSE,FALSE,FALSE,0,
411,FY19,19,WH8DAA,71-121,1011279686,NBC-0109-11,1006122325,PM01,1,,jsLscad sem inop,5/9/19,,5/14/19,14818579,0,,May-19,121,5,FALSE,FALSE,FALSE,0,
412,FY19,19,WH8DAA,71-121,1011279686,NBC-0109-11,1006131332,PM01,1,,JSLSCAD SCANNER INOP,5/9/19,,5/14/19,14818579,0,,May-19,121,5,FALSE,FALSE,FALSE,0,
413,FY19,19,WH8DAA,71-121,1011279686,NBC-0109-11,1006122322,PM01,1,,dwss box inop,5/9/19,,5/22/19,14818579,0,,May-19,121,5,FALSE,FALSE,FALSE,0,
414,FY19,19,WH8DAA,71-121,1011279686,NBC-0109-11,1006122326,PM01,2,,DVE Display inop,5/9/19,,7/17/19,14818579,0,,May-19,121,5,FALSE,FALSE,FALSE,0,
270,FY19,19,WH8DAA,71-121,1011279686,NBC-0109-11,1004907669,PM01,1,,FTS INOP,10/30/18,,1/24/19,14818579,1016,,Oct-18,121,10,FALSE,TRUE,FALSE,1,
416,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1006122324,PM01,2,,rear hatch shocks worn,5/9/19,,10/3/19,14818579,760,,May-19,121,5,FALSE,FALSE,FALSE,0,
127,FY18,18,WH8DAA,71-122,1011279723,NBC-0111-11,1003125898,PM01,1,,NEEDS POL,1/25/18,,2/6/18,14818579,0,,Jan-18,122,1,FALSE,FALSE,FALSE,0,
136,FY18,18,WH8DAA,71-122,1011279723,NBC-0111-11,1003132871,PM01,1,,REAR BALLISTIC HANDLE BROKEN,1/25/18,,6/12/18,14818579,0,,Jan-18,122,1,FALSE,FALSE,FALSE,0,
419,FY19,19,WH8DAA,71-121,1011279686,NBC-0109-11,1006122323,PM01,2,,rear deck hatch handles damaged,5/9/19,,7/17/19,14818579,1249.57,,May-19,121,5,FALSE,FALSE,FALSE,0,
420,FY19,19,B25A0BMN,71-121,1011279686,NBC-0109-11,1006138900,PM01,2,,remove drain pluggs,5/10/19,,5/20/19,14818579,0,,May-19,121,5,FALSE,FALSE,FALSE,0,
116,FY18,18,WH8DAA,71-122,1011279723,NBC-0111-11,1002916262,PM01,1,,UDR-13 BOX INOP,12/11/17,,8/7/18,14818579,3217.64,,Dec-17,122,12,FALSE,FALSE,FALSE,0,
422,FY19,19,B25A0BMN,71-121,1011279686,NBC-0109-11,1006139742,PM01,2,,repair broken tong box tab,5/10/19,,6/25/19,14818579,0,,May-19,121,5,FALSE,FALSE,FALSE,0,
423,FY19,19,WH8DAA,71-121,1011279686,NBC-0109-11,1006160463,PM01,1,,jsLscad sem inop,5/14/19,,5/29/19,14818579,0,,May-19,121,5,FALSE,FALSE,FALSE,0,
424,FY19,19,B25A0BMN,71-111,1011279664,NBC-0108-11,1006188609,PM01,2,,drain plug seized,5/17/19,,5/20/19,14818579,0,,May-19,111,5,FALSE,FALSE,FALSE,0,
425,FY19,19,WH8DAA,71-121,1011279686,NBC-0109-11,1006201370,PM01,1,,DWSS BOX INOP,5/21/19,,8/13/19,14818579,17137,,May-19,121,5,FALSE,FALSE,FALSE,0,
113,FY18,18,WH8DAA,71-122,1011279723,NBC-0111-11,1002741564,PM01,1,,(M) DAGR POWER CABLE,11/14/17,,12/27/17,14818579,255.54,,Nov-17,122,11,FALSE,FALSE,FALSE,0,
107,FY18,18,WH8DAA,71-122,1011279723,NBC-0111-11,1002608716,PM01,1,,WATER PUMP BELT FRAYED,10/21/17,,11/9/17,14818579,16.89,,Oct-17,122,10,FALSE,FALSE,FALSE,0,
428,FY19,19,WH8DAA,71-111,1011279664,NBC-0108-11,2003254134,PM02,A,,AFQ-Annual,6/4/19,,6/4/19,14818579,0,,Jun-19,111,6,FALSE,FALSE,FALSE,0,
429,FY19,19,WH8DAA,71-111,1011279664,NBC-0108-11,1006310951,PM01,1,,TESTING ITEMS FOR M88,6/6/19,,7/17/19,14818579,202,,Jun-19,111,6,FALSE,FALSE,FALSE,0,
430,FY19,19,WH8DAA,71-121,1011279686,NBC-0109-11,1006310948,PM01,1,,TESTING ITEMS FOR M88,6/6/19,,7/17/19,14818579,202,,Jun-19,121,6,FALSE,FALSE,FALSE,0,
108,FY18,18,WH8DAA,71-122,1011279723,NBC-0111-11,1002608715,PM01,1,,CLASS III FROMT CRANKSHAFT SEAL,10/21/17,,11/9/17,14818579,44.19,,Oct-17,122,10,FALSE,FALSE,FALSE,0,
432,FY20,20,WH8DAA,71-112,1011279704,NBC-0110-11,1006310954,PM01,1,,TESTING ITEMS FOR M88,6/6/19,,10/23/19,14818579,202,,Jun-19,112,6,FALSE,FALSE,FALSE,0,
433,FY19,19,WH8DAA,71-111,1011279664,NBC-0108-11,1006405959,PM01,2,,TRANSFER CASE WONT GO INTO GEAR,6/20/19,,7/10/19,14818579,0,,Jun-19,111,6,FALSE,FALSE,FALSE,0,
106,FY18,18,WH8DAA,71-122,1011279723,NBC-0111-11,1002593715,PM01,1,,HMS INOP FD SOLENIOD UNSERVICEABLE,10/19/17,,11/9/17,14818579,712,,Oct-17,122,10,FALSE,FALSE,FALSE,0,
435,FY19,19,WH8DAA,71-111,1011279664,NBC-0108-11,1006555073,PM01,1,,RIGHT REAR BLACK OUT LIGHTS INOP,7/17/19,,7/18/19,14818579,0,,Jul-19,111,7,FALSE,FALSE,FALSE,0,
436,FY19,19,6XPA0BZ1,71-121,1011279686,NBC-0109-11,7000379235,PM07,1,0D0,ASSMNT FOR CORROSION REPAIR AND PAINT,7/17/19,,7/29/19,14818579,0,,Jul-19,121,7,FALSE,FALSE,FALSE,0,
437,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1006555785,PM01,1,0D0,CORROSION REPAIR AND PAINT,7/17/19,,10/1/19,14818579,0,,Jul-19,121,7,FALSE,FALSE,FALSE,0,
438,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1006555070,PM01,1,,ENGINE HOSE NONMETALLIC,7/17/19,,10/3/19,14818579,23.55,,Jul-19,121,7,FALSE,FALSE,FALSE,0,
439,FY20,20,WH8DAA,71-111,1011279664,NBC-0108-11,1006555077,PM01,2,,COALESCING FILTER,7/17/19,,10/24/19,14818579,331.76,,Jul-19,111,7,FALSE,FALSE,FALSE,0,
440,FY20,20,WH8DAA,71-111,1011279664,NBC-0108-11,1006555074,PM01,2,,ETHERNET PATCH CABLE NEEDS REPLACEMENT,7/17/19,,10/24/19,14818579,749.44,,Jul-19,111,7,FALSE,FALSE,FALSE,0,
441,FY20,20,WH8DAA,71-111,1011279664,NBC-0108-11,1006555076,PM01,2,,HMS SENSOR ASSEMBLY LEFT,7/17/19,,10/24/19,14818579,2505,,Jul-19,111,7,FALSE,FALSE,FALSE,0,
442,FY19,19,WH8DAA,71-121,1011279686,NBC-0109-11,1006575056,PM01,1,,DVE CAMERA INOP,7/18/19,,8/9/19,14818579,10482,,Jul-19,121,7,FALSE,FALSE,FALSE,0,
443,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1006601017,PM01,1,,SERVICES POL TES-295,7/23/19,,10/3/19,14818579,0,,Jul-19,121,7,FALSE,FALSE,FALSE,0,
444,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1006601015,PM01,1,,SERVICES POL 75W90,7/23/19,,10/3/19,14818579,0,,Jul-19,121,7,FALSE,FALSE,FALSE,0,
445,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1006601542,PM01,1,,SERVICES POL 15W40,7/23/19,,10/3/19,14818579,0,,Jul-19,121,7,FALSE,FALSE,FALSE,0,
446,FY20,20,WH8DAA,71-111,1011279664,NBC-0108-11,1006659668,PM01,2,,KEYBOARD DATA ENTRY DAMAGED,7/31/19,7/31/19,,14818579,0,,Jul-19,111,7,FALSE,FALSE,FALSE,0,
447,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1006659772,PM01,1,,SUSPENSION AND DIFFERENTIAL INOP,7/31/19,,10/3/19,14818579,1.23,,Jul-19,121,7,FALSE,FALSE,FALSE,0,
448,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1006659773,PM01,1,,AIR VALVE INOP,7/31/19,,10/3/19,14818579,154.02,,Jul-19,121,7,FALSE,FALSE,FALSE,0,
449,FY20,20,WH8DAA,71-112,1011279704,NBC-0110-11,1006839189,PM01,2,,VET TOUCHSCREEN INOP,8/23/19,,10/24/19,14818579,11552,,Aug-19,112,8,FALSE,FALSE,FALSE,0,
450,FY20,20,6XPA0BZ1,71-121,1011279686,NBC-0109-11,7000403025,PM07,2,0D0,CORROSION & PAINT,9/6/19,,10/1/19,14818579,0,,Sep-19,121,9,FALSE,FALSE,FALSE,0,
451,FY19,19,WH8DAA,71-112,1011279704,NBC-0110-11,2003650960,PM02,A,,AFQ-Annual,9/24/19,,9/24/19,14818579,0,,Sep-19,112,9,FALSE,FALSE,FALSE,0,
452,FY19,19,WH8DAA,71-112,1011279704,NBC-0110-11,1007062398,PM01,2,,TRANSMISSION OIL SAMPLE,9/25/19,,9/25/19,14818579,0,,Sep-19,112,9,FALSE,FALSE,FALSE,0,
453,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007115001,PM01,3,,9-2355-326-50-1,10/4/19,,10/4/19,14818579,0,,Oct-19,121,10,FALSE,FALSE,FALSE,0,
454,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007115011,PM01,2,,HMS Air transport box,10/4/19,,1/23/20,14818579,502,,Oct-19,121,10,FALSE,FALSE,FALSE,0,
93,FY18,18,WH8DAA,71-122,1011279723,NBC-0111-11,1002537022,PM01,1,,DAGR POWER CORD TORN,10/10/17,,1/22/18,14818579,108.15,,Oct-17,122,10,FALSE,FALSE,FALSE,0,
94,FY18,18,WH8DAA,71-122,1011279723,NBC-0111-11,1002537023,PM01,1,,TONGS BROKEN,10/10/17,,1/22/18,14818579,1038,,Oct-17,122,10,FALSE,FALSE,FALSE,0,
457,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,2003703992,PM02,A,,AFQ-Annual,10/8/19,,10/8/19,14818579,0,,Oct-19,121,10,FALSE,FALSE,FALSE,0,
458,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007154767,PM01,2,,Hydraulic hose inop,10/10/19,,10/16/19,14818579,0,,Oct-19,121,10,FALSE,FALSE,FALSE,0,
459,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007154770,PM01,2,,Engine mounting bolts,10/10/19,,1/23/20,14818579,0,,Oct-19,121,10,FALSE,FALSE,FALSE,0,
460,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007154771,PM01,2,,Jack Shaft bolts,10/10/19,,10/23/19,14818579,3.51,,Oct-19,121,10,FALSE,FALSE,FALSE,0,
461,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007154769,PM01,2,,W72 Cable inop,10/10/19,,11/6/19,14818579,224,,Oct-19,121,10,FALSE,FALSE,FALSE,0,
462,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007154768,PM01,2,,W74 Cable inop,10/10/19,,10/23/19,14818579,493,,Oct-19,121,10,FALSE,FALSE,FALSE,0,
463,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007154765,PM01,2,,Power assist,10/10/19,,10/23/19,14818579,580,,Oct-19,121,10,FALSE,FALSE,FALSE,0,
464,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007154766,PM01,2,,Engine access panel,10/10/19,,10/24/19,14818579,5102.74,,Oct-19,121,10,FALSE,FALSE,FALSE,0,
465,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007225502,PM01,1,,CHEM PROP INOP,10/22/19,,1/14/20,14818579,13435,,Oct-19,121,10,FALSE,FALSE,FALSE,0,
466,FY20,20,WH8DAA,71-111,1011279664,NBC-0108-11,1007225953,PM01,1,,Vet Touchscreen inop,10/23/19,,10/23/19,14818579,0,,Oct-19,111,10,FALSE,FALSE,FALSE,0,
467,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007225746,PM01,1,,Rotary assist washer leaking,10/23/19,,11/6/19,14818579,0.59,,Oct-19,121,10,FALSE,FALSE,FALSE,0,
468,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007236210,PM01,1,,Vet Touchscreen inop,10/23/19,,11/21/19,14818579,43139,,Oct-19,121,10,FALSE,FALSE,FALSE,0,
469,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007272075,PM01,1,,TIRES DAMAGED,10/29/19,,11/5/19,14818579,11880,,Oct-19,121,10,FALSE,FALSE,FALSE,0,
470,FY20,20,WH8DAA,71-111,1011279664,NBC-0108-11,1007320905,PM01,1,,BLOWN OUT TIRE,11/5/19,,11/19/19,14818579,2970,,Nov-19,111,11,FALSE,FALSE,FALSE,0,
471,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007363116,PM01,1,,PULLY TENSIONER INOP,11/13/19,,12/10/19,14818579,204.79,,Nov-19,121,11,FALSE,FALSE,FALSE,0,
472,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007374766,PM01,1,,DIFFERENTIAL WASHER INOP,11/14/19,,11/19/19,14818579,0,,Nov-19,121,11,FALSE,FALSE,FALSE,0,
473,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007374767,PM01,1,,DIFFERENTIAL DRAIN WASHER INOP,11/14/19,,11/19/19,14818579,0,,Nov-19,121,11,FALSE,FALSE,FALSE,0,
474,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007374500,PM01,1,,PULLEY WASHER INOP,11/14/19,,12/12/19,14818579,2.28,,Nov-19,121,11,FALSE,FALSE,FALSE,0,
475,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007374963,PM01,1,,PULLY DAMAGED,11/14/19,,12/10/19,14818579,120,,Nov-19,121,11,FALSE,FALSE,FALSE,0,
476,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007374966,PM01,1,,TIRE DAMAGED,11/14/19,,11/21/19,14818579,2970,,Nov-19,121,11,FALSE,FALSE,FALSE,0,
477,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007374764,PM01,1,,#4 CLASSII DIFFERENTIAL LEAK,11/14/19,,12/12/19,14818579,14309.43,,Nov-19,121,11,FALSE,FALSE,FALSE,0,
478,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007376415,PM01,2,,"SEALING, COMPOUND LOCK TITE INOP",11/15/19,,1/23/20,14818579,0,,Nov-19,121,11,FALSE,FALSE,FALSE,0,
91,FY18,18,WH8DAA,71-122,1011279723,NBC-0111-11,1002485484,PM01,1,,TONG GRABBER BROKEN,9/28/17,,1/22/18,14818579,1038,,Sep-17,122,9,FALSE,FALSE,FALSE,0,
78,FY18,18,WH8DAA,71-122,1011279723,NBC-0111-11,1002365945,PM01,1,,(R) CLAMSHELL DOOR SEAL TORN,9/13/17,,10/19/17,14818579,0,,Sep-17,122,9,FALSE,FALSE,FALSE,0,
79,FY18,18,WH8DAA,71-122,1011279723,NBC-0111-11,1002365946,PM01,1,,AFES SAFETY SEAL BROKEN,9/13/17,,10/10/17,14818579,1.8,,Sep-17,122,9,FALSE,FALSE,FALSE,0,
77,FY18,18,WH8DAA,71-122,1011279723,NBC-0111-11,1002365947,PM01,1,,ICA BAWS CLAMP (M),9/13/17,,10/19/17,14818579,0,,Sep-17,122,9,FALSE,TRUE,FALSE,1,69
483,FY20,20,WH8DAA,71-122,1011279723,NBC-0111-11,2003879146,PM02,A,,AFQ-Annual,11/27/19,,12/3/19,14818579,0,,Nov-19,122,11,FALSE,FALSE,FALSE,0,
484,FY20,20,WH8DAA,71-121,1011279686,NBC-0109-11,1007694151,PM01,1,,Collector assembly,1/13/20,,1/13/20,14818579,0,,Jan-20,121,1,FALSE,FALSE,FALSE,0,
64,FY18,18,WH8DAA,71-122,1011279723,NBC-0111-11,1002335960,PM01,1,,HMS DOES NOT FUNCTION PROPERLY,9/7/17,,10/19/17,14818579,0,,Sep-17,122,9,FALSE,FALSE,FALSE,0,
61,FY17,17,WH8DAA,71-122,1011279723,NBC-0111-11,1002251556,PM01,1,,HMS DOESN'T OPERATE,8/23/17,,9/7/17,14818579,0,,Aug-17,122,8,FALSE,FALSE,FALSE,0,
487,FY20,20,WH8DAA,71-112,1011279704,NBC-0110-11,1007694147,PM01,1,,Fluid transfer system,1/13/20,,1/14/20,14818579,0,,Jan-20,112,1,FALSE,FALSE,FALSE,0,
56,FY17,17,WH8DAA,71-122,1011279723,NBC-0111-11,1002156999,PM01,2,,LOCKING PIN MISSING ON RWS,8/10/17,,9/13/17,14818579,0,,Aug-17,122,8,FALSE,FALSE,TRUE,1,131
489,FY20,20,WH8DAA,71-112,1011279704,NBC-0110-11,1007694149,PM01,1,,Collector assembly,1/13/20,,1/23/20,14818579,0,,Jan-20,112,1,FALSE,FALSE,FALSE,0,
54,FY17,17,WH8DAA,71-122,1011279723,NBC-0111-11,1001959639,PM01,1,,REAR BALLISTIC WINDOW INOP,7/6/17,,9/12/17,14818579,0,,Jul-17,122,7,FALSE,FALSE,FALSE,0,
53,FY17,17,WH8DAA,71-122,1011279723,NBC-0111-11,1001959638,PM01,1,,JBPDS NOT SECURE,7/6/17,,9/12/17,14818579,0,,Jul-17,122,7,FALSE,TRUE,FALSE,1,96
45,FY17,17,WH8DAA,71-122,1011279723,NBC-0111-11,1001768621,PM01,1,,CTIS AIRHOSE LEAKS,5/31/17,,9/12/17,14818579,0,,May-17,122,5,FALSE,FALSE,FALSE,0,
71,FY18,18,WH8DAA,71-112,1011279704,NBC-0110-11,1002365424,PM01,1,,(M) T-6 LINE IN JBPDS,9/12/17,,10/10/17,14818579,37.05,,Sep-17,112,9,FALSE,TRUE,FALSE,1,
46,FY17,17,WH8DAA,71-122,1011279723,NBC-0111-11,1001768622,PM01,1,,AFES BROKEN SAFETY SEAL,5/31/17,,9/12/17,14818579,0,,May-17,122,5,FALSE,FALSE,FALSE,0,
495,FY20,20,WH8DAA,71-112,1011279704,NBC-0110-11,1007706388,PM01,1,, Fluid transfer system,1/14/20,,1/23/20,14818579,28872,,Jan-20,112,1,FALSE,FALSE,FALSE,0,
32,FY17,17,WH8DAA,71-122,1011279723,NBC-0111-11,1001573403,PM01,2,,R/S MARKER LIGHT MISSING,4/20/17,,9/12/17,14818579,0,,Apr-17,122,4,FALSE,FALSE,FALSE,0,
30,FY17,17,WH8DAA,71-122,1011279723,NBC-0111-11,1001554903,PM01,1,,ARMOR PLATES BUBBLED,4/18/17,,5/8/17,14818579,11409,,Apr-17,122,4,FALSE,FALSE,FALSE,0,
498,FY20,20,WH8DAA,71-112,1011279704,NBC-0110-11,1007757901,PM01,1,,Collector assembly inop,1/23/20,,2/19/20,14818579,0,,Jan-20,112,1,FALSE,FALSE,FALSE,0,
499,FY20,20,WH8DAA,71-112,1011279704,NBC-0110-11,1007757902,PM01,1,,Fluid transfer system inop,1/23/20,,2/19/20,14818579,0,,Jan-20,112,1,FALSE,FALSE,FALSE,0,
17,FY17,17,WH8DAA,71-122,1011279723,NBC-0111-11,1000933721,PM01,2,,NITROGEN NEEDED FOR MAINTENANCE,11/3/16,,9/13/17,14818579,0,,Nov-16,122,11,FALSE,FALSE,FALSE,0,
